KernelId,url,Expert 1,Expert 2,Expert 3,expert_score
883264,https://www.kaggle.com/code/farazrahman/are-we-producing-enough-food-simple-time-series/notebook,1,0,0,0
885645,https://www.kaggle.com/code/tomomisasaki/house-sales-in-king-country-usa/notebook,0,0,0,0
893188,https://www.kaggle.com/code/farhanmd29/k-nn-model-for-social-network-ads/notebook,0,0,0,0
894428,https://www.kaggle.com/code/veerendrab/neural-network-from-scratch/notebook,0,0,0,0
916824,https://www.kaggle.com/code/residentmario/non-parametric-regression/notebook,0,1,0,0
969006,https://www.kaggle.com/code/kuntalcse006/consumer-purchase-analysis/notebook,0,0,0,0
981426,https://www.kaggle.com/code/hrosebaby/feature-engineering-in-horse-racing/notebook,0,0,0,0
993573,https://www.kaggle.com/code/shivamb/homecreditrisk-extensive-eda-baseline-0-772/notebook,1,1,1,1
1049041,https://www.kaggle.com/code/nulldata/so-survey-insights-who-s-left-out-who-s-rich/notebook,1,1,1,1
1088668,https://www.kaggle.com/code/shivamb/github-acquired-exploring-the-past-acquisitions/notebook,0,1,0,0
1093893,https://www.kaggle.com/code/lakshyaag/data-visualization-pokemon-data/notebook,0,0,0,0
1220290,https://www.kaggle.com/code/jhantu/doc2vec-with-keras-0-77/notebook,0,0,0,0
1225291,https://www.kaggle.com/code/himanshushukla71/decision-tree-using-python/notebook,0,1,0,0
1242638,https://www.kaggle.com/code/aszenx/mnist-training-nn-svm/notebook,0,0,0,0
1248358,https://www.kaggle.com/code/mihaskalic/classifier-as-a-bounding-box-predictor/notebook,0,0,0,0
1311612,https://www.kaggle.com/code/tezdhar/breaking-lb-fresh-start/notebook,1,1,1,1
1328071,https://www.kaggle.com/code/akashram/exploring-epl/notebook,0,0,0,0
1339861,https://www.kaggle.com/code/siramirsaman/credit-card-fraud-detection-using-tensorflow/notebook,0,0,0,0
1349848,https://www.kaggle.com/code/nikhilroxtomar/unet-with-layer-concatenation-in-downblock/notebook,1,0,0,0
1380564,https://www.kaggle.com/code/antmarakis/another-neural-network-from-scratch/notebook,1,1,1,1
1385911,https://www.kaggle.com/code/poigal/transfer-learning-feature-extraction-and-pca/notebook,0,0,0,0
1405981,https://www.kaggle.com/code/pestipeti/explanation-of-scoring-metric/notebook,1,1,1,1
1408014,https://www.kaggle.com/code/joythabo33/99-accurate-cnn-that-detects-pneumonia/notebook,1,1,1,1
1420920,https://www.kaggle.com/code/abandonedgreyhound/exploring-dice-throw-statistics/notebook,0,0,1,0
1425760,https://www.kaggle.com/code/aiswaryaramachandran/eda-baseline-model-0-40-rmse/notebook,0,0,0,0
1449153,https://www.kaggle.com/code/willstone98/siamese-network/notebook,0,0,0,0
1469460,https://www.kaggle.com/code/plarmuseau/compare-bible-with-quran/notebook,0,0,0,0
1488570,https://www.kaggle.com/code/charel/learn-by-example-rnn-lstm-gru-time-series/notebook,0,0,1,0
1514699,https://www.kaggle.com/code/tnkumar/tensorflow-and-keras/notebook,0,0,0,0
1537236,https://www.kaggle.com/code/juliansimon/who-votes-whom-in-eurovision/notebook,0,0,0,0
1551253,https://www.kaggle.com/code/iamsudiptasaha/knn-with-additional-data-preprocessing/notebook,0,1,0,0
1558997,https://www.kaggle.com/code/nikhilroxtomar/u-net-with-simple-resnet-blocks/notebook,0,0,0,0
1560459,https://www.kaggle.com/code/jsaguiar/exploratory-analysis-with-seaborn/notebook,1,1,1,1
1562770,https://www.kaggle.com/code/boheminsan/udemy-data-science-homework-1-2/notebook,0,0,0,0
1568035,https://www.kaggle.com/code/moghazy/feature-engineering-with-ensemble-learning/notebook,0,0,1,0
1591364,https://www.kaggle.com/code/shubhankb/fork-of-modelling-fraud/notebook,0,0,0,0
1629138,https://www.kaggle.com/code/ammon1/se-police/notebook,0,0,0,0
1638760,https://www.kaggle.com/code/shivamb/exploratory-analysis-ga-customer-revenue/notebook,1,1,1,1
1684767,https://www.kaggle.com/code/wilsonpok/h2o-automl-regression/notebook,0,1,0,0
1700594,https://www.kaggle.com/code/andresionek/understanding-the-olist-ecommerce-dataset/notebook,0,0,0,0
1708968,https://www.kaggle.com/code/aakashns/pytorch-basics-linear-regression-from-scratch/notebook,1,1,1,1
1710905,https://www.kaggle.com/code/tanetboss/how-to-get-high-rating-on-play-store/notebook,1,1,1,1
1734464,https://www.kaggle.com/code/ashishpatel26/bird-eye-view-of-two-sigma-nn-approach/notebook,1,1,1,1
1750100,https://www.kaggle.com/code/manjumadhav/mushroom-classification-using-various-ml-models/notebook,0,0,0,0
1763603,https://www.kaggle.com/code/ionaskel/credit-risk-modelling-eda-classification/notebook,0,0,1,0
1780642,https://www.kaggle.com/code/myster/eda-prophet-winning-solution-3-0/notebook,1,1,1,0
1808193,https://www.kaggle.com/code/danilodiogo/the-astronomical-complete-eda-plasticc-dataset/notebook,1,1,1,1
1812520,https://www.kaggle.com/code/tarunpaparaju/pubg-placement-predictor-with-dnns-v2/notebook,1,1,0,1
1842261,https://www.kaggle.com/code/chaitanyapatil7/ham-spam-text-preprocessing-pipeline-96/notebook,0,0,0,0
1847787,https://www.kaggle.com/code/shrikantds/generate-words-using-lstm-in-keras/notebook,0,0,1,0
1854493,https://www.kaggle.com/code/oscarjhernandez/ed3s-voc-dataset/notebook,0,0,0,0
1856556,https://www.kaggle.com/code/tmcketterick/bravo-cado/notebook,0,0,0,0
1893296,https://www.kaggle.com/code/ayanmaity/honey-bee-image-classification/notebook,0,0,0,0
1901963,https://www.kaggle.com/code/mitch9090/fruit-dataset-image-classification-network/notebook,0,0,0,0
1923769,https://www.kaggle.com/code/dmitrypukhov/eda-and-lstm-with-generator-for-market-and-news/notebook,1,1,1,1
1925669,https://www.kaggle.com/code/banivyom/eda-and-lightgbm/notebook,1,0,0,0
1927913,https://www.kaggle.com/code/carlospogi/exploring-my-5-year-attendance-log/notebook,0,1,1,1
1979628,https://www.kaggle.com/code/meaninglesslives/simple-neural-net-for-time-series-classification/notebook,1,1,1,1
2005197,https://www.kaggle.com/code/anebzt/multiclass-celebrity-faces-cnn-keras/notebook,0,0,1,0
2016469,https://www.kaggle.com/code/mithrillion/all-classes-light-curve-characteristics-updated/notebook,0,0,0,0
2085852,https://www.kaggle.com/code/krishan999/voxelmorph-train/notebook,0,0,0,0
2100386,https://www.kaggle.com/code/deepikahouji/social-network-ads-logistic-regression/notebook,0,1,0,0
2100973,https://www.kaggle.com/code/karanjakhar/simple-and-easy-aprroach-using-lstm/notebook,1,1,1,1
2102206,https://www.kaggle.com/code/sabasiddiqi/workbook-1-text-pre-processing-for-beginners/notebook,0,0,0,0
2116911,https://www.kaggle.com/code/aditya67/google-or-tools-vrp/notebook,1,0,0,0
2131489,https://www.kaggle.com/code/tchristophern/base-model-v2-with-with-full-features/notebook,0,0,0,0
2157608,https://www.kaggle.com/code/choonje/mnist-digit-recognition-with-keras-and-tensorflow/notebook,0,0,0,0
2224920,https://www.kaggle.com/code/mjbahmani/statistical-analysis-for-elo/notebook,1,1,1,1
2263077,https://www.kaggle.com/code/piyras23/an-approach-with-statistical-learning-regress/notebook,1,1,1,1
2263705,https://www.kaggle.com/code/chirag19/twitter-sentiment-analysis/notebook,0,0,0,0
2264061,https://www.kaggle.com/code/arka95/detect-retina-damage-from-oct-images-hr-014275/notebook,0,0,0,0
2282625,https://www.kaggle.com/code/kerneler/starter-eeg-brainwave-dataset-mental-45ceac85-b/notebook,0,0,0,0
2286555,https://www.kaggle.com/code/hiralmshah/ml-linear-regression-with-one-variable/notebook,0,0,1,0
2296917,https://www.kaggle.com/code/owen1226/us-candy-production-by-month/notebook,0,0,0,0
2301356,https://www.kaggle.com/code/dev7il/basic-eda-and-simple-lin-regression-on-rooms-num/notebook,0,0,1,0
2302375,https://www.kaggle.com/code/michau96/beer-or-cider/notebook,1,1,1,1
2315793,https://www.kaggle.com/code/macostrans/working-with-directories/notebook,0,0,0,0
2342059,https://www.kaggle.com/code/zakraicik/resnet50/notebook,0,0,0,0
2370511,https://www.kaggle.com/code/xvivancos/discovering-barcelona-part-ii/notebook,1,1,1,1
2372386,https://www.kaggle.com/code/fabiendaniel/detecting-malwares-with-lgbm/notebook,1,1,1,1
2380404,https://www.kaggle.com/code/kerneler/starter-datasets-for-churn-telecom-bba20a85-8/notebook,0,1,0,0
2406990,https://www.kaggle.com/code/lizawood/world-bank-procurement-dashboard-learning/notebook,0,0,0,0
2410975,https://www.kaggle.com/code/rtatman/dashboarding-with-notebooks-day-2-r/notebook,1,1,1,1
2437698,https://www.kaggle.com/code/spirosrap/bilstm-attention-kfold-clr-extra-features-capsule/notebook,1,1,1,1
2466547,https://www.kaggle.com/code/bbqlp33/basic-siamese-network-lstm/notebook,0,1,1,1
2509280,https://www.kaggle.com/code/sangwookchn/artificial-neural-networks-ann-keras/notebook,0,0,0,0
2525200,https://www.kaggle.com/code/fastsystem/medical-cost-eda-and-regression-analysis/notebook,0,0,0,0
2534481,https://www.kaggle.com/code/axel81/siamese-baseline-lb-0-822/notebook,0,0,0,0
2549236,https://www.kaggle.com/code/zikazika/predicting-stock-movement/notebook,1,1,1,1
2565136,https://www.kaggle.com/code/mlwhiz/third-place-model-for-toxic-comments-in-pytorch/notebook,1,1,1,1
2570602,https://www.kaggle.com/code/joseconomy/california-housing-prices-regression-with-xgboost/notebook,1,0,1,1
2590244,https://www.kaggle.com/code/aman9d/python-strings-assignment/notebook,0,0,0,0
2590294,https://www.kaggle.com/code/jeffspov/nfl-punt-analytics/notebook,0,0,0,0
2618984,https://www.kaggle.com/code/mayer79/rnn-starter-for-huge-time-series/notebook,1,1,1,1
2637601,https://www.kaggle.com/code/braquino/vsb-power-lstm-attention/notebook,1,1,1,1
2642165,https://www.kaggle.com/code/kehlinswain/imu-sensor-data-exploration/notebook,0,0,0,0
2645889,https://www.kaggle.com/code/kerneler/starter-nltk-reuters-news-documents-e17e3d8b-1/notebook,0,0,0,0
2656221,https://www.kaggle.com/code/vikramtiwari/tf2-tf-function-and-autograph/notebook,0,0,0,0
2660694,https://www.kaggle.com/code/tylerssssss/text-cnn-model-with-keras/notebook,0,0,0,0
2664463,https://www.kaggle.com/code/karthik7395/binary-classification-using-neural-networks/notebook,1,0,1,1
2674346,https://www.kaggle.com/code/econdata/nfl-punt-analytics/notebook,1,0,0,0
2709697,https://www.kaggle.com/code/kgeorge/tabular-data-pipeline/notebook,0,0,0,0
2769816,https://www.kaggle.com/code/iabhishekofficial/prediction-on-hospital-readmission/notebook,1,0,0,0
2822807,https://www.kaggle.com/code/himselfthedecker/aam-atividade-01-bolsa-de-valores/notebook,0,0,0,0
2826034,https://www.kaggle.com/code/guna19012000/starter-students-performance-in-exams-f48da9f2-2/notebook,0,0,0,0
2905166,https://www.kaggle.com/code/praxitelisk/elo-eda-ml/notebook,0,0,0,0
2956476,https://www.kaggle.com/code/miljan/customer-segmentation/notebook,1,1,1,1
2958209,https://www.kaggle.com/code/tbass134/fastai-demo/notebook,0,0,0,0
2980613,https://www.kaggle.com/code/nategg/don-t-overfit/notebook,1,0,0,0
3009769,https://www.kaggle.com/code/erenaktas/classification-of-human-activities/notebook,0,0,0,0
3017892,https://www.kaggle.com/code/karangautam/keras-nn/notebook,0,0,0,0
3020746,https://www.kaggle.com/code/brandenkmurray/weird-data-structure-random-data/notebook,1,1,1,1
3025180,https://www.kaggle.com/code/iishchukov/inceptionv3-siamese-network/notebook,0,0,0,0
3061777,https://www.kaggle.com/code/shawon10/web-link-prediction-from-browser-history/notebook,0,1,0,0
3083551,https://www.kaggle.com/code/lmorgan95/r-suicide-rates-in-depth-stats-insights/notebook,1,1,1,1
3085766,https://www.kaggle.com/code/itsbitan/google-play-store-review-using-nlp/notebook,0,1,0,0
3139109,https://www.kaggle.com/code/ibozkurt79/santander-lightgbm-a-boost-with-bayesiansearch/notebook,0,0,1,0
3143835,https://www.kaggle.com/code/mikelkn/how-to-oversample-for-beginners-lb-score-0-788/notebook,1,1,1,1
3155308,https://www.kaggle.com/code/mateiionita/taming-the-bert-a-baseline/notebook,1,1,1,1
3155325,https://www.kaggle.com/code/abbahaddou/quora-questions-sincere-or-insencere/notebook,0,0,0,0
3164689,https://www.kaggle.com/code/ranjoranjan/single-xgboost-model/notebook,1,1,0,1
3192092,https://www.kaggle.com/code/derekscliff/starter-stanford-dogs-dataset-2c3e7605-e/notebook,0,0,0,0
3196393,https://www.kaggle.com/code/udipta/starter-sentiment140-dataset-with-1-6-b64b1db5-e/notebook,0,0,0,0
3198676,https://www.kaggle.com/code/kerneler/starter-ultimate-spotify-tracks-db-1d4998a2-b/notebook,0,0,0,0
3213867,https://www.kaggle.com/code/madengr00/pre-process-gradient-boosting-w-residual-plots/notebook,0,0,0,0
3269059,https://www.kaggle.com/code/elikplim/runmila-data-preparation/notebook,0,0,0,0
3291415,https://www.kaggle.com/code/michael511/cs4442b-assignment-3-fashion-mnist/notebook,0,0,0,0
3309074,https://www.kaggle.com/code/fazilbtopal/model-development-and-evaluation-with-python/notebook,0,0,0,0
3331229,https://www.kaggle.com/code/negi009/facial-keypoint-detection/notebook,0,0,0,0
3353538,https://www.kaggle.com/code/blackblitz/radius-neighbors-naive-bayes/notebook,0,0,0,0
3354361,https://www.kaggle.com/code/niel99/visualization-and-analysis-of-fifa-19-players/notebook,0,0,0,0
3379352,https://www.kaggle.com/code/piaoya/starter-plastic-recycling-codes/notebook,1,0,1,1
3391028,https://www.kaggle.com/code/ricardorios/linear-discriminant-analysis-i/notebook,0,0,1,0
3391408,https://www.kaggle.com/code/mark4h/vsb-1st-place-solution/notebook,0,0,0,0
3403433,https://www.kaggle.com/code/dansbecker/bar-plots-and-heatmaps-test/notebook,0,0,1,0
